,eer_ignorant,eer_ignorant,eer_lazy-informed,eer_lazy-informed
,mean,std,mean,std
num_of_enrolls,,,,
1,38.54688128772636,2.2094906137030876,30.198792756539234,2.2473846338396926
2,36.91871227364185,2.0106897495946887,27.659959758551302,2.298091873188003
3,36.748088531187115,2.6307995839501053,26.033802816901407,2.48912193823552
4,36.494164989939634,2.383630308388318,26.25593561368209,2.2758918551240828
5,35.94527162977867,2.091782282527929,25.23501006036217,2.8317490392382965
6,35.883702213279676,2.4190720492666156,25.34527162977867,2.48787034040701
7,35.67122736418511,2.5377891224667684,23.936016096579475,2.5566804112441264
8,35.37746478873239,2.1328642441527643,24.002414486921523,2.632059865905453
9,35.75855130784708,2.1992114319966976,24.062776659959756,2.6146390329185127
10,34.93762575452716,2.469926481202412,23.16619718309859,2.5705644788679343
11,35.3533199195171,2.980033584888843,24.17826961770623,2.216083980391753
12,35.927967806841046,2.6172032354289727,23.90301810865191,2.5854241516909435
13,36.41851106639839,2.6896515148145053,24.288933601609656,2.2260786263298833
14,36.011267605633805,2.039764005162193,23.328772635814886,2.393196993441991
15,36.0225352112676,2.082634449396429,22.70985915492957,2.401270768291571
16,34.834205231388324,2.6850930736839405,23.047082494969818,2.363762894501682
17,36.054728370221326,2.329331758751715,22.851509054325952,2.1167363812246105
18,35.02213279678068,1.907537699327659,23.044265593561367,2.2800300355238066
19,35.06519114688128,2.009614780063082,23.16579476861167,2.3975673104742574
20,35.44104627766599,2.579168113036332,22.598390342052312,2.20570911199646
21,34.98068410462776,2.1600336363642283,23.09577464788732,2.568898788551436
22,35.46639839034205,2.5181769794530666,22.915492957746473,2.564818586301302
23,35.559356136820924,2.142567828874381,23.83541247484909,2.4555790930547805
24,35.113078470824945,1.580347771530345,23.505030181086518,2.4696123020176226
25,35.12193158953722,2.522325810304885,22.96338028169014,2.8067014357486775
26,34.5907444668008,1.9785685580044885,22.125955734406435,2.5868350713706048
27,35.584305835010056,2.165173888724439,22.906639839034202,2.0478725730418272
28,35.12877263581489,2.2429212146651434,22.30503018108651,2.6889557763711935
29,35.03621730382294,2.7797292254093287,22.70342052313883,2.5279025118664564
30,34.71670020120724,2.145470377674317,23.235412474849092,1.7850907177756887
