,eer_ignorant,eer_ignorant,eer_lazy-informed,eer_lazy-informed
,mean,std,mean,std
num_of_enrolls,,,,
5.0,40.563529751827225,0.6523027307772491,5.935944552618784,0.4320308771632787
10.0,40.541736415296306,0.6429375280104153,5.037046448616828,0.4192087157719405
15.0,40.48237569920685,0.6722696819706669,4.825789893304445,0.42934614265249366
20.0,40.35886741989893,0.6999304171769725,4.573773668211456,0.3779429277977137
25.0,40.412231077342355,0.7148837120727491,4.5917330800677165,0.39917418831898344
30.0,40.477792142201444,0.5175476830681691,4.552371029886821,0.35647084516048566
35.0,40.41960669713901,0.5569018049009946,4.475924414190916,0.2864712828332382
40.0,40.47618805606996,0.4986749883837642,4.484148134971933,0.39088599216539643
45.0,40.3162908446387,0.5714943886658951,4.367027612516313,0.42745887147279477
50.0,40.20078870215138,0.6387949565510609,4.376657688019538,0.27072182606881884
55.0,40.21379768185731,0.49375069199259425,4.3493636066209005,0.3087048326286039
60.0,40.214671194107126,0.5887360210044451,4.442943768045965,0.4726080957403905
65.0,40.422976866219216,0.5138601052662519,4.283510312209156,0.3767009247848818
70.0,40.175487022784374,0.5603305928725274,4.3039346168139945,0.3532235354508125
75.0,40.19165176401828,0.6249024452453289,4.307234904914216,0.3347509611661854
80.0,40.36862368199858,0.7858273687988951,4.3284309254495446,0.2938862335379998
85.0,40.317803609034975,0.7284322021900513,4.226565095721057,0.4063169560108583
90.0,40.34873785420921,0.5011707662876643,4.182467973864507,0.3961939128143469
95.0,40.27552164563355,0.6554092706381476,4.531008626065813,0.44251652598480695
100.0,40.247871012416574,0.6954636354253939,4.502247064449074,0.43409456834247245
