,eer_ignorant,eer_ignorant,eer_lazy-informed,eer_lazy-informed
,mean,std,mean,std
num_of_trials,,,,
1,27.775186534570437,0.5608516450524934,15.053058722258042,0.6491827382820521
2,26.69753288376569,0.7220160454595398,11.45559222542333,0.5137384883076493
3,26.437778928343405,0.6484992315177226,10.305805521232696,0.6045771296690543
4,26.059907058296616,0.6711962065795047,9.36440389935868,0.6490006552566872
5,26.27460684007737,0.537877335424179,8.853275353295993,0.5351796613179837
6,26.32777991302994,0.5840046833870288,8.74994361875478,0.5898290075668408
7,26.334510721965813,0.6788997224618798,8.480625498299027,0.57916922340283
8,26.16142506376639,0.622763476329108,8.34521521753631,0.6227024736447222
9,25.94314864637365,0.5037007399787734,8.08636336203747,0.5686038090662412
10,26.221328945654832,0.4618652997607965,8.118391085728078,0.5208611600598886
15,26.10511687593902,0.5258002503089467,7.74610016485558,0.39618327829686
20,26.081150876212195,0.505611586808377,7.583366420918549,0.4782142709824186
25,25.862067651141437,0.5410649207812732,7.589061720787365,0.48585472158876936
30,25.954021491577752,0.4829101788033831,7.359140591002503,0.4994083262062017
35,25.820132710333805,0.483840228370468,7.382636482318521,0.4072927520297113
40,25.632089346009316,0.39805482094133077,7.398543934489754,0.45511276235620063
